Timestamp,Do you agree with the statements above?,What age bracket do you belong to?,What is your gender?,What is the most common reason for you to visit a theme park?,How often do you visit a theme park?,"Do you have a specific preference for visiting theme parks during certain seasons, or are you open to visiting throughout the year?",At what time of the week do you typically visit a theme park?,During which quarter of the year do you most prefer to visit theme parks?,Do you plan your theme park visits around school holidays and breaks?,Would you consider visiting a theme park during off-peak seasons to avoid crowds and potentially lower ticket prices?,"Do you enjoy attending special events at theme parks, such as Halloween parties or Christmas celebrations?",What attractions do you visit in theme parks?,What kinds of rides do you visit?,"How often do you visit each type of ride? [Thrill Rides (High-speed roller coasters, Drop towers...)]","How often do you visit each type of ride? [Family Rides (Carousels, Ferris wheels...)]","How often do you visit each type of ride? [Kiddie Rides (Mini Coasters, Teacup rides...)]","How often do you visit each type of ride? [Water Rides (Water slides, Splash pads...)]","How often do you visit each type of ride? [Interactive Rides (Shooting galleries, Simulators...)]","How often do you visit each type of ride? [Show Rides (Storytelling Rides, Horror Houses...)]","Aside from Rides, what other attractions do you visit in theme parks?",What kinds of shows do you visit?,"How often do you visit each shows? [Stage shows (Live performances, Theatrical Productions...)]","How often do you visit each shows? [Character Meet-and-Greets (Interact with characters from movies, cartoons and fairy tales)]","How often do you visit each shows? [Parades (Floats, Dancers...)]",How often do you visit each shows? [Nighttime Performances (Fireworks Display...)],"Aside from Entertainment, what other attractions do you visit in theme parks?",What kinds of Food do you prefer when visiting a theme park?,How often do you visit each food choice? [Fast Food],How often do you visit each food choice? [Restaurants],How often do you visit each food choice? [Food Trucks or Snacks],"Aside from Food, what other attractions do you visit in theme parks?",What kinds of merchandise do you usually purchase when visiting a theme park?,"How often do you visit each shop? [Souvenirs (fridge magnets, keychains...)]","How often do you visit each shop? [Apparel (hats, shirts...)]","How often do you visit each shop? [Gift Shop (plushies, toys...)]","How often do you visit each shop? [Photo Services (photo booths, meet-and-greet photos...)]","Aside from Shopping, what other attractions do you visit in theme parks?"
4/4/2024 19:58:51,I agree,41-55,Female,Vacation,Once a year,I am open to visiting throughout the year,Both,,,,,"Entertainment and Shows (Parades, Fireworks, Character Meet-and-Greets)","Family Rides (Carousels, Ferris wheels...), Water Rides (Water slides, Splash pads...), Interactive Rides (Shooting galleries, Simulators...)",1,4,1,5,5,1,None anymore,"Stage shows (Live performances, Theatrical Productions...), Character Meet-and-Greets (Interact with characters from movies, cartoons and fairy tales), Parades (Floats, Dancers...), Nighttime Performances (Fireworks Display...)",3,5,5,5,"Food and Dining (Fast Food, Restaurants, Snacks)","Restaurants, Food Trucks or Snacks",2,5,4,"Shopping and Merchandise (Gift Shops, Souvenirs & Photo Services)","Souvenirs (fridge magnets, keychains...), Apparel (hats, shirts...), Gift Shop (plushies, toys...), Photo Services (photo booths, meet-and-greet photos...)",5,3,3,3,"Rides (Roller coasters, Ferris wheels...)"
4/4/2024 20:50:44,I agree,18-25,Female,Vacation,Once a year,I am open to visiting throughout the year,Weekends,,,,,"Rides (Roller coasters, Ferris wheels...)","Thrill Rides (High-speed roller coasters, Drop towers...), Interactive Rides (Shooting galleries, Simulators...), Show Rides (Storytelling Rides, Horror Houses...)",5,2,1,3,4,3,"Food and Dining (Fast Food, Restaurants, Snacks)","Parades (Floats, Dancers...), Nighttime Performances (Fireworks Display...)",3,3,3,3,None anymore,Food Trucks or Snacks,3,3,4,"Entertainment and Shows (Parades, Fireworks, Character Meet-and-Greets)",,,,,,
4/4/2024 21:32:08,I agree,Under 18,Female,"Vacation, Family Outing",2-3 times a year,I am open to visiting throughout the year,Weekends,,,,,"Rides (Roller coasters, Ferris wheels...)","Thrill Rides (High-speed roller coasters, Drop towers...), Water Rides (Water slides, Splash pads...)",5,4,3,5,3,4,"Entertainment and Shows (Parades, Fireworks, Character Meet-and-Greets)","Character Meet-and-Greets (Interact with characters from movies, cartoons and fairy tales), Parades (Floats, Dancers...)",3,5,5,4,"Shopping and Merchandise (Gift Shops, Souvenirs & Photo Services)",,,,,,"Gift Shop (plushies, toys...), Photo Services (photo booths, meet-and-greet photos...)",4,3,5,5,None anymore
4/4/2024 21:34:49,I agree,26-40,Female,Family Outing,2-3 times a year,I prefer visiting during specific seasons,Weekends,1st Quarter (Jan - Mar),Yes,Yes,Yes,"Entertainment and Shows (Parades, Fireworks, Character Meet-and-Greets)","Family Rides (Carousels, Ferris wheels...), Kiddie Rides (Mini Coasters, Teacup rides...)",1,1,2,1,1,2,"Food and Dining (Fast Food, Restaurants, Snacks)","Stage shows (Live performances, Theatrical Productions...), Character Meet-and-Greets (Interact with characters from movies, cartoons and fairy tales)",1,1,3,1,"Rides (Roller coasters, Ferris wheels...)",Restaurants,2,2,1,"Shopping and Merchandise (Gift Shops, Souvenirs & Photo Services)","Souvenirs (fridge magnets, keychains...), Apparel (hats, shirts...)",2,4,3,4,None anymore
4/4/2024 21:43:02,I agree,18-25,Male,"Family Outing, Special Occasion",2-3 times a year,I am open to visiting throughout the year,Weekends,,,,,"Food and Dining (Fast Food, Restaurants, Snacks)","Thrill Rides (High-speed roller coasters, Drop towers...), Interactive Rides (Shooting galleries, Simulators...)",4,,,,5,,None anymore,"Stage shows (Live performances, Theatrical Productions...), Parades (Floats, Dancers...), Nighttime Performances (Fireworks Display...)",4,,5,5,"Rides (Roller coasters, Ferris wheels...)","Fast Food, Food Trucks or Snacks",4,,5,"Entertainment and Shows (Parades, Fireworks, Character Meet-and-Greets)",,,,,,
4/4/2024 21:55:13,I agree,26-40,Female,Special Occasion,Once a year,I prefer visiting during specific seasons,Both,1st Quarter (Jan - Mar),Yes,Yes,Yes,"Entertainment and Shows (Parades, Fireworks, Character Meet-and-Greets)","Family Rides (Carousels, Ferris wheels...), Kiddie Rides (Mini Coasters, Teacup rides...), Water Rides (Water slides, Splash pads...)",3,3,4,2,3,1,None anymore,"Stage shows (Live performances, Theatrical Productions...)",1,4,3,3,"Shopping and Merchandise (Gift Shops, Souvenirs & Photo Services)",Food Trucks or Snacks,3,3,5,"Rides (Roller coasters, Ferris wheels...)","Apparel (hats, shirts...)",3,4,3,2,"Food and Dining (Fast Food, Restaurants, Snacks)"
4/4/2024 21:59:00,I agree,Under 18,Female,Family Outing,Once a year,I am open to visiting throughout the year,Weekends,,,,,"Food and Dining (Fast Food, Restaurants, Snacks)","Thrill Rides (High-speed roller coasters, Drop towers...)",5,5,4,2,4,2,"Shopping and Merchandise (Gift Shops, Souvenirs & Photo Services)",,,,,,,Food Trucks or Snacks,4,3,5,"Rides (Roller coasters, Ferris wheels...)","Souvenirs (fridge magnets, keychains...), Gift Shop (plushies, toys...)",5,3,5,4,None anymore
4/4/2024 22:06:33,I agree,26-40,Female,"Vacation, Family Outing",2-3 times a year,I am open to visiting throughout the year,Weekends,,,,,"Entertainment and Shows (Parades, Fireworks, Character Meet-and-Greets)","Thrill Rides (High-speed roller coasters, Drop towers...), Family Rides (Carousels, Ferris wheels...), Kiddie Rides (Mini Coasters, Teacup rides...), Water Rides (Water slides, Splash pads...), Interactive Rides (Shooting galleries, Simulators...), Show Rides (Storytelling Rides, Horror Houses...)",4,4,4,4,4,4,None anymore,Nighttime Performances (Fireworks Display...),4,4,4,4,"Food and Dining (Fast Food, Restaurants, Snacks)",Food Trucks or Snacks,3,3,4,"Rides (Roller coasters, Ferris wheels...)",,,,,,
4/5/2024 4:42:48,I agree,18-25,Male,"Vacation, Family Outing, Special Occasion",Once a year,I am open to visiting throughout the year,Weekends,,,,,"Rides (Roller coasters, Ferris wheels...)","Thrill Rides (High-speed roller coasters, Drop towers...), Interactive Rides (Shooting galleries, Simulators...), Show Rides (Storytelling Rides, Horror Houses...)",5,4,3,3,4,5,"Shopping and Merchandise (Gift Shops, Souvenirs & Photo Services)",,,,,,,,,,,,"Souvenirs (fridge magnets, keychains...), Apparel (hats, shirts...), Gift Shop (plushies, toys...), Photo Services (photo booths, meet-and-greet photos...)",5,3,2,4,None anymore
4/5/2024 19:52:49,I agree,18-25,Female,Family Outing,Once a year,I am open to visiting throughout the year,Weekends,,,,,"Rides (Roller coasters, Ferris wheels...)","Thrill Rides (High-speed roller coasters, Drop towers...), Family Rides (Carousels, Ferris wheels...), Kiddie Rides (Mini Coasters, Teacup rides...), Water Rides (Water slides, Splash pads...), Interactive Rides (Shooting galleries, Simulators...), Show Rides (Storytelling Rides, Horror Houses...)",4,3,3,4,5,5,"Food and Dining (Fast Food, Restaurants, Snacks)","Stage shows (Live performances, Theatrical Productions...), Character Meet-and-Greets (Interact with characters from movies, cartoons and fairy tales), Parades (Floats, Dancers...), Nighttime Performances (Fireworks Display...)",4,3,4,5,"Shopping and Merchandise (Gift Shops, Souvenirs & Photo Services)","Fast Food, Restaurants, Food Trucks or Snacks",5,3,4,"Entertainment and Shows (Parades, Fireworks, Character Meet-and-Greets)","Souvenirs (fridge magnets, keychains...), Apparel (hats, shirts...), Gift Shop (plushies, toys...), Photo Services (photo booths, meet-and-greet photos...)",5,5,5,4,None anymore
4/6/2024 12:00:05,I agree,18-25,Male,"Vacation, Family Outing, Special Occasion",Once a year,I prefer visiting during specific seasons,Both,4th Quarter (Oct - Dec),Yes,Yes,Yes,"Entertainment and Shows (Parades, Fireworks, Character Meet-and-Greets)","Thrill Rides (High-speed roller coasters, Drop towers...), Family Rides (Carousels, Ferris wheels...), Kiddie Rides (Mini Coasters, Teacup rides...), Water Rides (Water slides, Splash pads...), Interactive Rides (Shooting galleries, Simulators...), Show Rides (Storytelling Rides, Horror Houses...)",3,3,3,3,3,3,"Food and Dining (Fast Food, Restaurants, Snacks)","Stage shows (Live performances, Theatrical Productions...), Character Meet-and-Greets (Interact with characters from movies, cartoons and fairy tales), Parades (Floats, Dancers...), Nighttime Performances (Fireworks Display...)",4,4,4,4,"Shopping and Merchandise (Gift Shops, Souvenirs & Photo Services)",Food Trucks or Snacks,2,2,4,None anymore,"Souvenirs (fridge magnets, keychains...), Apparel (hats, shirts...), Gift Shop (plushies, toys...)",4,4,4,1,"Rides (Roller coasters, Ferris wheels...)"
4/6/2024 12:07:12,I agree,18-25,Female,"Vacation, Special Occasion",4-6 times a year,I prefer visiting during specific seasons,Both,4th Quarter (Oct - Dec),Yes,Yes,No,"Rides (Roller coasters, Ferris wheels...)","Thrill Rides (High-speed roller coasters, Drop towers...), Family Rides (Carousels, Ferris wheels...), Water Rides (Water slides, Splash pads...), Interactive Rides (Shooting galleries, Simulators...), Show Rides (Storytelling Rides, Horror Houses...)",4,3,2,3,4,3,"Shopping and Merchandise (Gift Shops, Souvenirs & Photo Services)",,,,,,,"Fast Food, Restaurants, Food Trucks or Snacks",2,3,4,None anymore,"Souvenirs (fridge magnets, keychains...), Apparel (hats, shirts...), Gift Shop (plushies, toys...), Photo Services (photo booths, meet-and-greet photos...)",4,4,4,5,"Food and Dining (Fast Food, Restaurants, Snacks)"
4/6/2024 12:08:27,I agree,18-25,Female,"Vacation, Family Outing",4-6 times a year,I am open to visiting throughout the year,Both,,,,,"Entertainment and Shows (Parades, Fireworks, Character Meet-and-Greets)",,,,,,,,,"Stage shows (Live performances, Theatrical Productions...), Character Meet-and-Greets (Interact with characters from movies, cartoons and fairy tales), Parades (Floats, Dancers...), Nighttime Performances (Fireworks Display...)",5,5,5,5,None anymore,,,,,,,,,,,
4/6/2024 12:10:39,I agree,26-40,Male,Vacation,4-6 times a year,I am open to visiting throughout the year,Weekdays,,,,,"Rides (Roller coasters, Ferris wheels...)","Thrill Rides (High-speed roller coasters, Drop towers...), Family Rides (Carousels, Ferris wheels...), Kiddie Rides (Mini Coasters, Teacup rides...), Water Rides (Water slides, Splash pads...), Interactive Rides (Shooting galleries, Simulators...), Show Rides (Storytelling Rides, Horror Houses...)",5,5,5,5,5,5,"Entertainment and Shows (Parades, Fireworks, Character Meet-and-Greets)",,2,3,4,5,None anymore,,,,,,,,,,,
4/6/2024 12:11:41,I agree,26-40,Female,Family Outing,2-3 times a year,I prefer visiting during specific seasons,Both,4th Quarter (Oct - Dec),Yes,Yes,Yes,"Rides (Roller coasters, Ferris wheels...)","Thrill Rides (High-speed roller coasters, Drop towers...), Family Rides (Carousels, Ferris wheels...), Kiddie Rides (Mini Coasters, Teacup rides...), Water Rides (Water slides, Splash pads...), Interactive Rides (Shooting galleries, Simulators...), Show Rides (Storytelling Rides, Horror Houses...)",5,4,3,4,4,3,"Food and Dining (Fast Food, Restaurants, Snacks)",,,,,,,"Fast Food, Restaurants, Food Trucks or Snacks",2,3,4,"Shopping and Merchandise (Gift Shops, Souvenirs & Photo Services)","Souvenirs (fridge magnets, keychains...), Apparel (hats, shirts...), Gift Shop (plushies, toys...)",5,4,3,2,None anymore
4/6/2024 12:12:47,I agree,26-40,Prefer not to say,"Vacation, Family Outing, Special Occasion",2-3 times a year,I prefer visiting during specific seasons,Both,3rd Quarter (Jul - Sep),Yes,Yes,Yes,"Rides (Roller coasters, Ferris wheels...)","Thrill Rides (High-speed roller coasters, Drop towers...), Family Rides (Carousels, Ferris wheels...), Kiddie Rides (Mini Coasters, Teacup rides...), Water Rides (Water slides, Splash pads...), Interactive Rides (Shooting galleries, Simulators...), Show Rides (Storytelling Rides, Horror Houses...)",5,5,5,5,5,5,"Entertainment and Shows (Parades, Fireworks, Character Meet-and-Greets)","Stage shows (Live performances, Theatrical Productions...), Character Meet-and-Greets (Interact with characters from movies, cartoons and fairy tales), Parades (Floats, Dancers...), Nighttime Performances (Fireworks Display...)",5,5,5,5,"Shopping and Merchandise (Gift Shops, Souvenirs & Photo Services)",,,,,,"Souvenirs (fridge magnets, keychains...), Apparel (hats, shirts...), Gift Shop (plushies, toys...), Photo Services (photo booths, meet-and-greet photos...)",5,4,3,2,None anymore
4/6/2024 12:13:39,I agree,Under 18,Female,"Vacation, Family Outing, Special Occasion",More than 6 times a year,I am open to visiting throughout the year,Both,,,,,"Rides (Roller coasters, Ferris wheels...)","Thrill Rides (High-speed roller coasters, Drop towers...), Family Rides (Carousels, Ferris wheels...), Kiddie Rides (Mini Coasters, Teacup rides...), Water Rides (Water slides, Splash pads...), Interactive Rides (Shooting galleries, Simulators...), Show Rides (Storytelling Rides, Horror Houses...)",5,5,5,5,5,5,"Entertainment and Shows (Parades, Fireworks, Character Meet-and-Greets)","Stage shows (Live performances, Theatrical Productions...), Character Meet-and-Greets (Interact with characters from movies, cartoons and fairy tales), Parades (Floats, Dancers...), Nighttime Performances (Fireworks Display...)",3,3,3,3,"Shopping and Merchandise (Gift Shops, Souvenirs & Photo Services)",,,,,,"Souvenirs (fridge magnets, keychains...), Apparel (hats, shirts...), Gift Shop (plushies, toys...), Photo Services (photo booths, meet-and-greet photos...)",5,4,3,2,None anymore
4/6/2024 12:34:12,I agree,Under 18,Female,Special Occasion,Once a year,I prefer visiting during specific seasons,Weekends,2nd Quarter (Apr - Jun),Yes,Yes,Yes,"Rides (Roller coasters, Ferris wheels...)","Thrill Rides (High-speed roller coasters, Drop towers...), Family Rides (Carousels, Ferris wheels...), Kiddie Rides (Mini Coasters, Teacup rides...), Water Rides (Water slides, Splash pads...), Interactive Rides (Shooting galleries, Simulators...), Show Rides (Storytelling Rides, Horror Houses...)",5,5,5,5,5,5,"Entertainment and Shows (Parades, Fireworks, Character Meet-and-Greets)","Stage shows (Live performances, Theatrical Productions...), Character Meet-and-Greets (Interact with characters from movies, cartoons and fairy tales), Parades (Floats, Dancers...), Nighttime Performances (Fireworks Display...)",4,4,4,4,"Food and Dining (Fast Food, Restaurants, Snacks)","Fast Food, Restaurants, Food Trucks or Snacks",5,4,5,"Shopping and Merchandise (Gift Shops, Souvenirs & Photo Services)","Souvenirs (fridge magnets, keychains...), Apparel (hats, shirts...), Gift Shop (plushies, toys...), Photo Services (photo booths, meet-and-greet photos...)",4,4,4,4,None anymore
4/6/2024 12:35:05,I agree,26-40,Male,"Vacation, Family Outing, Special Occasion",Once a year,I prefer visiting during specific seasons,Weekdays,4th Quarter (Oct - Dec),Yes,Yes,Yes,"Rides (Roller coasters, Ferris wheels...)","Thrill Rides (High-speed roller coasters, Drop towers...), Family Rides (Carousels, Ferris wheels...), Kiddie Rides (Mini Coasters, Teacup rides...), Water Rides (Water slides, Splash pads...), Interactive Rides (Shooting galleries, Simulators...), Show Rides (Storytelling Rides, Horror Houses...)",4,4,4,4,4,4,"Entertainment and Shows (Parades, Fireworks, Character Meet-and-Greets)","Stage shows (Live performances, Theatrical Productions...), Character Meet-and-Greets (Interact with characters from movies, cartoons and fairy tales), Parades (Floats, Dancers...), Nighttime Performances (Fireworks Display...)",3,3,3,3,"Shopping and Merchandise (Gift Shops, Souvenirs & Photo Services)",,,,,,"Souvenirs (fridge magnets, keychains...), Apparel (hats, shirts...), Gift Shop (plushies, toys...), Photo Services (photo booths, meet-and-greet photos...)",3,3,3,3,None anymore
4/6/2024 12:35:40,I agree,Under 18,Female,Vacation,Once a year,I prefer visiting during specific seasons,Both,4th Quarter (Oct - Dec),Yes,Yes,No,"Rides (Roller coasters, Ferris wheels...)","Thrill Rides (High-speed roller coasters, Drop towers...)",5,1,1,1,1,1,None anymore,,,,,,,,,,,,,,,,,
4/6/2024 12:36:26,I agree,18-25,Male,Family Outing,4-6 times a year,I prefer visiting during specific seasons,Both,4th Quarter (Oct - Dec),Yes,Yes,No,"Entertainment and Shows (Parades, Fireworks, Character Meet-and-Greets)",,,,,,,,,"Stage shows (Live performances, Theatrical Productions...), Character Meet-and-Greets (Interact with characters from movies, cartoons and fairy tales), Parades (Floats, Dancers...), Nighttime Performances (Fireworks Display...)",4,3,3,3,"Shopping and Merchandise (Gift Shops, Souvenirs & Photo Services)",,,,,,"Souvenirs (fridge magnets, keychains...), Apparel (hats, shirts...), Gift Shop (plushies, toys...), Photo Services (photo booths, meet-and-greet photos...)",4,4,3,2,None anymore
4/6/2024 12:37:32,I agree,18-25,Female,Date,Once a year,I prefer visiting during specific seasons,Weekends,4th Quarter (Oct - Dec),Yes,Yes,No,"Food and Dining (Fast Food, Restaurants, Snacks)","Thrill Rides (High-speed roller coasters, Drop towers...), Family Rides (Carousels, Ferris wheels...), Kiddie Rides (Mini Coasters, Teacup rides...), Water Rides (Water slides, Splash pads...), Interactive Rides (Shooting galleries, Simulators...), Show Rides (Storytelling Rides, Horror Houses...)",4,4,4,4,4,4,"Shopping and Merchandise (Gift Shops, Souvenirs & Photo Services)",,,,,,,Restaurants,2,4,2,"Rides (Roller coasters, Ferris wheels...)","Souvenirs (fridge magnets, keychains...), Apparel (hats, shirts...), Gift Shop (plushies, toys...)",2,3,2,3,None anymore
4/6/2024 12:38:36,I agree,18-25,Prefer not to say,Vacation,Once a year,I prefer visiting during specific seasons,Weekends,4th Quarter (Oct - Dec),Yes,Yes,No,"Rides (Roller coasters, Ferris wheels...)","Family Rides (Carousels, Ferris wheels...), Water Rides (Water slides, Splash pads...), Interactive Rides (Shooting galleries, Simulators...)",3,3,3,3,3,3,"Entertainment and Shows (Parades, Fireworks, Character Meet-and-Greets)","Stage shows (Live performances, Theatrical Productions...), Character Meet-and-Greets (Interact with characters from movies, cartoons and fairy tales), Parades (Floats, Dancers...), Nighttime Performances (Fireworks Display...)",3,4,4,3,"Shopping and Merchandise (Gift Shops, Souvenirs & Photo Services)",,,,,,"Souvenirs (fridge magnets, keychains...), Apparel (hats, shirts...), Gift Shop (plushies, toys...), Photo Services (photo booths, meet-and-greet photos...)",5,4,5,4,None anymore
4/6/2024 12:39:23,I agree,18-25,Male,Vacation,2-3 times a year,I prefer visiting during specific seasons,Weekends,4th Quarter (Oct - Dec),Yes,Yes,No,"Rides (Roller coasters, Ferris wheels...)","Thrill Rides (High-speed roller coasters, Drop towers...), Kiddie Rides (Mini Coasters, Teacup rides...), Interactive Rides (Shooting galleries, Simulators...)",4,4,4,4,4,4,"Food and Dining (Fast Food, Restaurants, Snacks)",,,,,,,"Fast Food, Restaurants, Food Trucks or Snacks",4,3,4,None anymore,,,,,,
4/6/2024 12:39:49,I agree,18-25,Female,Vacation,Once a year,I am open to visiting throughout the year,Weekdays,,,,,"Entertainment and Shows (Parades, Fireworks, Character Meet-and-Greets)",,,,,,,,,"Stage shows (Live performances, Theatrical Productions...), Character Meet-and-Greets (Interact with characters from movies, cartoons and fairy tales), Parades (Floats, Dancers...), Nighttime Performances (Fireworks Display...)",4,3,4,3,None anymore,,,,,,,,,,,
4/6/2024 12:43:59,I agree,26-40,Female,Vacation,Once a year,I prefer visiting during specific seasons,Weekends,4th Quarter (Oct - Dec),Yes,Yes,Yes,"Entertainment and Shows (Parades, Fireworks, Character Meet-and-Greets)","Family Rides (Carousels, Ferris wheels...), Interactive Rides (Shooting galleries, Simulators...), Show Rides (Storytelling Rides, Horror Houses...)",2,5,2,3,5,4,"Food and Dining (Fast Food, Restaurants, Snacks)","Stage shows (Live performances, Theatrical Productions...), Character Meet-and-Greets (Interact with characters from movies, cartoons and fairy tales)",5,4,4,3,"Shopping and Merchandise (Gift Shops, Souvenirs & Photo Services)","Restaurants, Food Trucks or Snacks",3,4,5,None anymore,"Souvenirs (fridge magnets, keychains...), Apparel (hats, shirts...), Gift Shop (plushies, toys...)",5,5,5,2,"Rides (Roller coasters, Ferris wheels...)"
4/6/2024 12:50:25,I agree,18-25,Female,Vacation,2-3 times a year,I am open to visiting throughout the year,Both,,,,,"Entertainment and Shows (Parades, Fireworks, Character Meet-and-Greets)","Thrill Rides (High-speed roller coasters, Drop towers...), Family Rides (Carousels, Ferris wheels...), Kiddie Rides (Mini Coasters, Teacup rides...), Water Rides (Water slides, Splash pads...), Interactive Rides (Shooting galleries, Simulators...), Show Rides (Storytelling Rides, Horror Houses...)",2,3,4,3,2,3,"Shopping and Merchandise (Gift Shops, Souvenirs & Photo Services)",,2,3,4,3,"Rides (Roller coasters, Ferris wheels...)",,,,,,"Souvenirs (fridge magnets, keychains...), Apparel (hats, shirts...), Gift Shop (plushies, toys...), Photo Services (photo booths, meet-and-greet photos...)",3,4,3,4,None anymore
